ID_Factura,ID_Cliente,Fecha_Emisión,Días_Plazo,Fecha_Pago,Días_Mora,Monto
FAC003050,C02845,2025-08-21,60,2025-09-18,0.0,507000
FAC003051,C04670,2025-08-07,15,2025-09-14,23.0,824000
FAC003052,C04310,2025-03-05,30,2025-05-17,43.0,1735000
FAC003053,C04707,2025-06-27,60,,,770000
FAC003054,C04567,2025-04-08,45,,,1676000
FAC003055,C02205,2024-12-06,45,2025-07-26,187.0,611000
FAC003056,C04887,2024-11-29,90,2025-02-17,0.0,934000
FAC003057,C01018,2025-05-20,30,,,1192000
FAC003058,C02798,2025-02-25,30,2025-09-07,164.0,186000
FAC003059,C03226,2025-04-14,30,2025-05-04,0.0,1453000
FAC003060,C04809,2025-08-11,15,,,141000
FAC003061,C00568,2025-01-29,60,2025-07-18,110.0,725000
FAC003062,C02880,2025-08-22,45,2025-09-10,0.0,895000
FAC003063,C03451,2025-05-11,45,2025-07-08,13.0,318000
FAC003064,C00787,2025-01-19,45,,,403000
FAC003065,C01932,2025-04-30,30,,,1150000
FAC003066,C01026,2025-04-30,60,2025-09-10,73.0,667000
FAC003067,C04551,2024-12-23,90,2025-07-03,102.0,493000
FAC003068,C02503,2024-10-30,15,2025-08-11,270.0,1841000
FAC003069,C02476,2024-12-29,30,,,1121000
FAC003070,C03037,2025-07-20,45,2025-08-29,0.0,600000
FAC003071,C03102,2025-06-14,30,2025-08-05,22.0,1322000
FAC003072,C04840,2024-12-31,15,2025-09-05,233.0,671000
FAC003073,C02835,2025-02-25,30,2025-05-23,57.0,1054000
FAC003074,C03033,2025-04-05,15,2025-09-03,136.0,1503000
FAC003075,C02656,2025-03-12,15,2025-04-05,9.0,974000
FAC003076,C02235,2025-04-14,45,,,730000
FAC003077,C03680,2025-01-09,90,,,464000
FAC003078,C01828,2025-09-01,45,2025-09-27,0.0,1538000
FAC003079,C01325,2025-08-08,60,2025-08-16,0.0,277000
FAC003080,C00474,2025-06-18,30,,,1466000
FAC003081,C04670,2024-11-14,15,2025-04-25,147.0,1569000
FAC003082,C00976,2025-05-15,90,2025-07-16,0.0,1746000
FAC003083,C00148,2024-11-26,45,2025-02-14,35.0,841000
FAC003084,C00079,2025-07-09,90,2025-07-28,0.0,1578000
FAC003085,C01325,2024-11-30,60,,,1873000
FAC003086,C02726,2025-05-30,90,2025-09-04,7.0,1468000
FAC003087,C03806,2025-03-27,60,2025-03-27,0.0,1907000
FAC003088,C01566,2024-10-20,90,2024-12-28,0.0,1378000
FAC003089,C00546,2024-11-01,15,,,644000
FAC003090,C00887,2025-01-04,45,,,998000
FAC003091,C03120,2025-08-13,15,,,1092000
FAC003092,C00687,2025-07-06,90,2025-09-28,0.0,1860000
FAC003093,C03369,2024-11-05,45,2025-05-30,161.0,523000
FAC003094,C03221,2025-07-07,30,,,135000
FAC003095,C02307,2025-02-05,45,2025-05-02,41.0,909000
FAC003096,C04016,2025-05-18,30,2025-09-26,101.0,755000
FAC003097,C03745,2025-05-08,30,,,78000
FAC003098,C01502,2025-03-18,30,2025-04-02,0.0,381000
FAC003099,C02913,2025-03-16,30,,,1833000
FAC003100,C00325,2025-03-15,45,,,628000
FAC003101,C03913,2025-01-10,15,2025-04-13,78.0,1074000
FAC003102,C03721,2025-03-30,60,2025-07-23,55.0,706000
FAC003103,C03645,2025-07-11,30,2025-08-12,2.0,1115000
FAC003104,C03442,2025-02-21,45,,,345000
FAC003105,C00836,2025-09-08,15,2025-09-28,5.0,1894000
FAC003106,C00144,2024-12-12,15,2025-06-08,163.0,1152000
FAC003107,C01505,2024-12-18,90,,,1111000
FAC003108,C04092,2024-11-03,45,2025-05-11,144.0,1103000
FAC003109,C01506,2025-07-25,15,2025-08-17,8.0,553000
FAC003110,C00075,2024-10-25,60,2025-02-10,48.0,813000
FAC003111,C04122,2025-08-03,30,,,1327000
FAC003112,C03258,2024-09-28,90,2024-11-19,0.0,118000
FAC003113,C03687,2025-07-25,30,2025-09-20,27.0,1202000
FAC003114,C02919,2025-03-21,90,2025-08-06,48.0,1087000
FAC003115,C00088,2025-04-04,15,2025-07-09,81.0,734000
FAC003116,C04736,2025-07-20,60,,,982000
FAC003117,C00706,2025-06-30,15,2025-07-11,0.0,442000
FAC003118,C03984,2025-06-19,15,2025-08-20,47.0,63000
FAC003119,C01393,2025-01-17,15,2025-03-07,34.0,386000
FAC003120,C01706,2025-08-20,30,,,1005000
FAC003121,C01812,2025-05-22,60,,,1729000
FAC003122,C01634,2024-11-23,45,2025-02-23,47.0,1693000
FAC003123,C03785,2025-03-08,45,2025-03-31,0.0,190000
FAC003124,C01628,2025-07-18,90,2025-09-21,0.0,449000
FAC003125,C01109,2024-12-17,60,2025-08-24,190.0,1391000
FAC003126,C04512,2025-08-30,60,,,109000
FAC003127,C01038,2025-02-10,15,2025-03-16,19.0,1101000
FAC003128,C03702,2025-08-15,90,2025-09-24,0.0,1934000
FAC003129,C03642,2025-05-28,60,2025-09-12,47.0,1095000
FAC003130,C00213,2025-03-18,30,2025-04-15,0.0,1915000
FAC003131,C03172,2024-11-01,90,,,1526000
FAC003132,C01819,2024-12-29,60,2025-03-15,16.0,905000
FAC003133,C01949,2025-06-22,30,2025-09-10,50.0,350000
FAC003134,C02913,2024-12-25,45,2025-08-16,189.0,672000
FAC003135,C03074,2024-10-01,60,2025-07-06,218.0,858000
FAC003136,C02399,2025-01-31,60,2025-03-05,0.0,859000
FAC003137,C04947,2025-08-26,30,2025-09-07,0.0,1888000
FAC003138,C03794,2024-11-19,45,,,921000
FAC003139,C00025,2025-04-05,15,2025-07-31,102.0,1902000
FAC003140,C04979,2025-08-14,45,,,576000
FAC003141,C00395,2025-07-23,30,2025-07-24,0.0,1250000
FAC003142,C00469,2025-01-18,30,2025-09-03,198.0,883000
FAC003143,C03078,2025-01-18,45,,,997000
FAC003144,C00932,2025-01-03,60,,,131000
FAC003145,C01296,2025-04-15,30,2025-07-10,56.0,434000
FAC003146,C04699,2025-04-05,60,,,635000
FAC003147,C01831,2025-09-13,60,,,1401000
FAC003148,C01572,2025-08-11,15,2025-09-02,7.0,673000
FAC003149,C00725,2024-11-25,30,,,249000
FAC003150,C00540,2024-10-31,90,,,1299000
FAC003151,C02331,2025-08-30,15,2025-09-01,0.0,1219000
FAC003152,C04541,2025-07-09,60,,,465000
FAC003153,C01536,2025-09-02,60,,,423000
FAC003154,C03800,2025-06-13,45,2025-07-20,0.0,549000
FAC003155,C00725,2025-09-11,15,2025-09-18,0.0,1774000
FAC003156,C00466,2024-10-28,30,2025-05-03,157.0,862000
FAC003157,C00087,2025-03-08,45,2025-04-01,0.0,1899000
FAC003158,C00403,2025-03-27,15,2025-05-08,27.0,926000
FAC003159,C02521,2025-08-09,45,,,755000
FAC003160,C00335,2025-01-03,90,2025-09-19,169.0,1321000
FAC003161,C03099,2025-01-10,90,2025-01-28,0.0,865000
FAC003162,C04119,2025-07-11,15,2025-08-08,13.0,1866000
FAC003163,C03383,2024-12-08,45,2025-04-25,93.0,1647000
FAC003164,C02798,2024-11-10,15,,,1621000
FAC003165,C04203,2025-02-06,90,2025-05-06,0.0,111000
FAC003166,C02971,2025-03-31,90,2025-09-05,68.0,1505000
FAC003167,C03196,2025-07-14,30,2025-08-03,0.0,1571000
FAC003168,C03917,2025-05-22,30,2025-06-27,6.0,1254000
FAC003169,C04068,2025-07-15,30,2025-07-30,0.0,732000
FAC003170,C03973,2024-11-23,30,2025-07-29,218.0,956000
FAC003171,C02700,2025-07-11,90,2025-07-27,0.0,683000
FAC003172,C02236,2024-12-03,30,2025-06-06,155.0,892000
FAC003173,C01647,2025-06-23,30,,,203000
FAC003174,C01171,2025-01-14,90,2025-05-28,44.0,1621000
FAC003175,C04885,2025-04-03,15,2025-05-19,31.0,799000
FAC003176,C02971,2025-04-03,45,2025-04-11,0.0,957000
FAC003177,C02037,2025-05-21,15,,,393000
FAC003178,C02407,2025-08-01,45,2025-09-11,0.0,505000
FAC003179,C00706,2025-07-08,45,2025-08-18,0.0,953000
FAC003180,C03702,2025-03-10,45,2025-08-19,117.0,1686000
FAC003181,C00717,2025-03-15,45,2025-04-13,0.0,1493000
FAC003182,C03910,2025-05-09,45,,,1889000
FAC003183,C00634,2025-02-27,45,,,1207000
FAC003184,C03508,2025-02-20,45,,,808000
FAC003185,C02209,2025-03-10,90,,,76000
FAC003186,C03789,2025-01-10,15,2025-02-15,21.0,1524000
FAC003187,C02951,2025-01-25,45,2025-07-21,132.0,1638000
FAC003188,C01552,2025-03-09,15,2025-05-31,68.0,994000
FAC003189,C00830,2025-08-25,30,2025-08-25,0.0,634000
FAC003190,C00424,2025-07-15,60,,,798000
FAC003191,C04240,2024-11-14,45,,,1612000
FAC003192,C00409,2025-05-26,45,,,1770000
FAC003193,C00961,2025-03-24,30,,,1097000
FAC003194,C03018,2025-05-15,30,2025-09-22,100.0,1429000
FAC003195,C03697,2025-08-18,45,2025-09-16,0.0,1584000
FAC003196,C00265,2024-12-21,45,2025-06-20,136.0,981000
FAC003197,C03705,2025-05-12,60,,,1148000
FAC003198,C04921,2025-08-07,45,2025-08-16,0.0,1326000
FAC003199,C03839,2024-12-21,45,2025-02-24,20.0,1124000
FAC003200,C03016,2025-03-09,60,2025-06-28,51.0,397000
FAC003201,C02788,2025-06-25,60,,,1587000
FAC003202,C04975,2025-07-15,60,2025-09-10,0.0,1303000
FAC003203,C04889,2024-11-14,30,2025-07-21,219.0,258000
FAC003204,C04607,2024-12-27,15,,,1749000
FAC003205,C00724,2025-05-01,90,,,459000
FAC003206,C04512,2025-03-21,15,2025-09-10,158.0,1684000
FAC003207,C02919,2025-07-24,90,2025-09-05,0.0,554000
FAC003208,C02184,2024-10-09,60,2025-08-20,255.0,1867000
FAC003209,C04646,2025-01-08,15,2025-02-02,10.0,819000
FAC003210,C02560,2024-12-22,45,,,840000
FAC003211,C03897,2024-10-06,60,2025-02-28,85.0,517000
FAC003212,C01467,2025-06-11,60,,,1514000
FAC003213,C02726,2025-01-21,15,,,491000
FAC003214,C04175,2024-10-15,30,2025-01-30,77.0,1577000
FAC003215,C04092,2024-12-30,15,2025-04-24,100.0,336000
FAC003216,C00933,2024-10-07,45,2025-02-22,93.0,1247000
FAC003217,C01679,2025-03-16,45,,,457000
FAC003218,C03818,2025-05-21,60,2025-05-24,0.0,1666000
FAC003219,C01366,2024-10-31,45,,,700000
FAC003220,C02036,2025-04-01,60,,,517000
FAC003221,C02525,2025-03-23,90,,,1372000
FAC003222,C04203,2024-10-21,90,2025-01-28,9.0,99000
FAC003223,C01349,2025-03-13,90,2025-06-27,16.0,453000
FAC003224,C01606,2025-04-30,45,,,1417000
FAC003225,C03751,2025-07-13,45,,,1459000
FAC003226,C03806,2025-01-21,60,2025-06-17,87.0,1276000
FAC003227,C02649,2024-11-11,45,2025-09-15,263.0,543000
FAC003228,C01250,2024-12-01,45,,,681000
FAC003229,C01654,2025-01-23,45,2025-05-21,73.0,1727000
FAC003230,C04826,2024-11-11,30,2025-01-21,41.0,1968000
FAC003231,C02525,2024-12-27,90,2025-04-18,22.0,418000
FAC003232,C03538,2025-01-15,15,2025-03-09,38.0,1118000
FAC003233,C01165,2025-08-12,90,,,250000
FAC003234,C04758,2025-02-28,90,2025-06-17,19.0,1810000
FAC003235,C04967,2024-12-29,90,,,1457000
FAC003236,C03904,2024-12-30,45,,,1100000
FAC003237,C02255,2025-05-14,60,,,699000
FAC003238,C01917,2025-07-10,45,2025-08-31,7.0,123000
FAC003239,C04446,2024-12-09,90,,,1770000
FAC003240,C04887,2025-08-17,45,2025-08-21,0.0,1493000
FAC003241,C03516,2024-10-04,30,,,1858000
FAC003242,C01183,2025-06-14,60,2025-08-06,0.0,1662000
FAC003243,C04386,2025-03-08,60,2025-04-18,0.0,1925000
FAC003244,C03170,2025-03-22,15,2025-06-27,82.0,697000
FAC003245,C03699,2025-03-08,30,2025-07-15,99.0,1958000
FAC003246,C02733,2025-07-30,15,2025-09-24,41.0,381000
FAC003247,C00661,2025-09-15,90,,,1004000
FAC003248,C03021,2025-08-18,60,,,946000
FAC003249,C00548,2025-09-08,45,2025-09-14,0.0,634000
FAC003250,C03084,2024-10-14,15,2024-10-16,0.0,739000
FAC003251,C03547,2025-03-29,15,2025-06-22,70.0,1793000
FAC003252,C04842,2025-01-04,45,,,83000
FAC003253,C03471,2024-11-08,90,2025-08-12,187.0,230000
FAC003254,C02913,2025-02-07,15,2025-09-19,209.0,58000
FAC003255,C04026,2025-06-29,15,2025-08-22,39.0,1332000
FAC003256,C00784,2025-07-30,60,2025-09-17,0.0,1932000
FAC003257,C03092,2025-05-19,60,2025-09-21,65.0,1828000
FAC003258,C04211,2024-12-06,45,,,1626000
FAC003259,C03091,2024-11-03,45,2024-12-10,0.0,475000
FAC003260,C04016,2025-02-07,30,,,317000
FAC003261,C02050,2025-07-17,30,,,1217000
FAC003262,C04144,2025-07-09,90,,,401000
FAC003263,C04133,2025-04-02,30,2025-05-19,17.0,1555000
FAC003264,C03038,2025-01-02,90,,,391000
FAC003265,C01506,2024-10-01,15,2025-08-08,296.0,1957000
FAC003266,C00585,2025-04-21,60,,,1282000
FAC003267,C03901,2025-03-03,60,2025-05-27,25.0,1626000
FAC003268,C00312,2025-04-27,90,2025-07-26,0.0,1580000
FAC003269,C03430,2025-03-30,15,,,1875000
FAC003270,C00136,2025-03-23,60,2025-08-19,89.0,1530000
FAC003271,C01072,2025-04-19,30,2025-05-05,0.0,555000
FAC003272,C02756,2025-08-05,60,2025-09-07,0.0,1136000
FAC003273,C03128,2025-06-27,60,2025-07-30,0.0,1060000
FAC003274,C02644,2024-12-24,45,2025-01-06,0.0,1071000
FAC003275,C03318,2024-10-01,15,2025-07-28,285.0,169000
FAC003276,C03400,2025-04-14,30,2025-09-22,131.0,1731000
FAC003277,C01999,2024-12-17,30,,,1790000
FAC003278,C03066,2025-03-29,90,,,775000
FAC003279,C00345,2025-01-21,60,2025-09-01,163.0,874000
FAC003280,C00372,2025-05-24,45,2025-09-22,76.0,1039000
FAC003281,C03813,2024-10-09,60,2025-07-13,217.0,1067000
FAC003282,C02874,2025-06-02,30,2025-09-17,77.0,1877000
FAC003283,C03310,2024-10-19,90,2025-02-22,36.0,131000
FAC003284,C04016,2025-07-13,90,2025-07-31,0.0,1718000
FAC003285,C02525,2025-03-23,60,2025-06-09,18.0,759000
FAC003286,C02294,2025-06-12,90,2025-07-22,0.0,1111000
FAC003287,C01155,2024-12-18,15,2024-12-23,0.0,406000
FAC003288,C00155,2024-10-30,30,2024-12-21,22.0,147000
FAC003289,C01615,2025-02-10,45,2025-05-08,42.0,538000
FAC003290,C03724,2025-08-22,60,2025-08-29,0.0,1144000
FAC003291,C01244,2025-06-02,30,2025-06-19,0.0,1142000
FAC003292,C00355,2024-11-15,15,2025-07-14,226.0,572000
FAC003293,C04286,2025-07-01,15,2025-09-24,70.0,740000
FAC003294,C01247,2025-09-12,90,2025-09-23,0.0,393000
FAC003295,C02488,2025-01-09,60,2025-09-07,181.0,960000
FAC003296,C04840,2025-01-19,30,2025-08-24,187.0,1954000
FAC003297,C03649,2024-10-15,90,,,1032000
FAC003298,C02487,2024-10-04,60,,,1051000
FAC003299,C01563,2025-07-19,15,2025-08-25,22.0,1226000
FAC003300,C01246,2025-09-10,15,,,1423000
FAC003301,C04770,2025-07-02,60,,,1744000
FAC003302,C02504,2025-03-24,60,2025-08-25,94.0,1130000
FAC003303,C02157,2025-07-30,15,,,1271000
FAC003304,C02734,2025-07-03,45,,,553000
FAC003305,C00424,2025-08-18,60,2025-09-26,0.0,1473000
FAC003306,C04153,2025-02-02,15,2025-06-03,106.0,545000
FAC003307,C04921,2025-06-21,60,2025-07-19,0.0,1069000
FAC003308,C04652,2024-10-18,90,2025-03-03,46.0,1872000
FAC003309,C03697,2024-12-31,60,2025-02-12,0.0,1454000
FAC003310,C00531,2025-06-13,45,,,555000
FAC003311,C00739,2024-10-13,90,2024-12-04,0.0,1783000
FAC003312,C01255,2025-07-08,45,,,528000
FAC003313,C04414,2025-02-12,45,,,1960000
FAC003314,C01434,2025-07-03,90,2025-08-13,0.0,576000
FAC003315,C02892,2024-10-06,60,2025-04-09,125.0,1735000
FAC003316,C04630,2025-02-23,45,,,241000
FAC003317,C04066,2024-12-02,30,2025-02-11,41.0,665000
FAC003318,C00382,2025-01-19,30,2025-07-26,158.0,718000
FAC003319,C03807,2025-02-26,30,2025-05-11,44.0,895000
FAC003320,C00101,2025-06-11,30,2025-06-18,0.0,1585000
FAC003321,C00278,2025-02-14,30,2025-05-26,71.0,1177000
FAC003322,C00103,2025-02-05,45,2025-06-02,72.0,1162000
FAC003323,C03901,2024-11-11,90,,,1086000
FAC003324,C00836,2025-07-15,15,2025-09-08,40.0,1560000
FAC003325,C00626,2024-12-23,30,2025-07-14,173.0,654000
FAC003326,C04245,2024-11-07,90,,,499000
FAC003327,C01076,2025-01-05,30,2025-08-09,186.0,1404000
FAC003328,C04974,2025-06-03,45,,,373000
FAC003329,C02648,2025-06-28,90,2025-08-11,0.0,1839000
FAC003330,C04175,2024-11-29,45,,,1299000
FAC003331,C00622,2025-08-16,60,2025-09-15,0.0,266000
FAC003332,C00958,2025-04-23,15,2025-09-22,137.0,1155000
FAC003333,C02958,2024-10-30,90,,,866000
FAC003334,C02644,2025-05-02,30,,,470000
FAC003335,C00836,2025-06-18,90,2025-06-22,0.0,1466000
FAC003336,C02127,2025-04-08,60,2025-09-05,90.0,1825000
FAC003337,C00499,2025-01-29,90,,,1918000
FAC003338,C00591,2025-08-23,90,2025-09-13,0.0,1274000
FAC003339,C00472,2024-12-28,90,,,711000
FAC003340,C04206,2025-08-08,60,2025-09-25,0.0,1664000
FAC003341,C01832,2024-11-05,15,,,1969000
FAC003342,C03818,2025-08-19,15,,,498000
FAC003343,C02271,2025-04-14,45,2025-04-14,0.0,1135000
FAC003344,C01536,2025-05-29,30,2025-08-22,55.0,1021000
FAC003345,C02131,2024-12-01,45,2025-09-05,233.0,630000
FAC003346,C00687,2025-04-16,30,2025-05-21,5.0,1264000
FAC003347,C03745,2025-09-11,30,2025-09-18,0.0,1130000
FAC003348,C04131,2025-08-29,15,,,1810000
FAC003349,C01499,2025-05-05,15,,,1783000
FAC003350,C01076,2025-07-06,60,2025-07-17,0.0,695000
FAC003351,C03129,2025-06-28,15,2025-07-14,1.0,930000
FAC003352,C02081,2025-02-27,60,2025-07-02,65.0,1032000
FAC003353,C00726,2025-01-10,30,2025-09-15,218.0,1163000
FAC003354,C01966,2025-01-18,30,,,1707000
FAC003355,C04004,2024-11-29,90,2025-08-08,162.0,1428000
FAC003356,C01506,2025-02-23,45,2025-05-24,45.0,614000
FAC003357,C04269,2024-12-09,45,,,460000
FAC003358,C02547,2025-08-09,15,2025-09-09,16.0,1034000
FAC003359,C01171,2025-06-08,60,2025-09-23,47.0,455000
FAC003360,C02295,2025-08-20,15,2025-08-29,0.0,1373000
FAC003361,C02443,2025-05-28,90,2025-08-26,0.0,175000
FAC003362,C01030,2025-09-17,90,2025-09-26,0.0,1092000
FAC003363,C02165,2025-02-20,45,2025-05-24,48.0,1870000
FAC003364,C04109,2025-03-16,90,,,1963000
FAC003365,C04926,2024-12-21,45,,,1597000
FAC003366,C04289,2025-03-12,15,2025-05-10,44.0,1538000
FAC003367,C03964,2025-03-13,15,,,1800000
FAC003368,C04938,2025-04-09,60,2025-04-12,0.0,524000
FAC003369,C01031,2025-09-07,15,2025-09-13,0.0,237000
FAC003370,C01931,2025-03-15,15,,,326000
FAC003371,C01309,2025-03-05,15,,,1317000
FAC003372,C00927,2024-11-23,30,2025-09-24,275.0,76000
FAC003373,C04868,2025-09-09,30,2025-09-19,0.0,882000
FAC003374,C02823,2025-09-17,60,2025-09-21,0.0,509000
FAC003375,C00716,2025-01-30,45,2025-05-14,59.0,854000
FAC003376,C01325,2025-08-10,90,2025-09-21,0.0,1327000
FAC003377,C01393,2025-03-03,15,2025-03-20,2.0,1558000
FAC003378,C02277,2025-06-08,30,,,670000
FAC003379,C00656,2025-03-01,30,2025-06-03,64.0,446000
FAC003380,C04203,2025-08-07,90,,,658000
FAC003381,C03299,2024-09-30,90,,,1352000
FAC003382,C00489,2025-02-12,30,2025-08-10,149.0,1888000
FAC003383,C03844,2024-11-28,45,,,780000
FAC003384,C01961,2025-01-31,15,2025-06-24,129.0,1039000
FAC003385,C03375,2024-12-22,90,,,488000
FAC003386,C02295,2024-12-25,30,2025-05-13,109.0,1520000
FAC003387,C02517,2024-10-17,45,,,1803000
FAC003388,C02912,2025-01-05,60,2025-05-02,57.0,95000
FAC003389,C02513,2025-07-22,90,2025-09-07,0.0,1118000
FAC003390,C01246,2025-05-12,45,2025-08-08,43.0,1692000
FAC003391,C03520,2025-05-05,60,,,404000
FAC003392,C02823,2024-12-17,90,2025-07-31,136.0,714000
FAC003393,C01623,2024-10-14,15,,,425000
FAC003394,C01384,2025-05-03,30,2025-08-13,72.0,1658000
FAC003395,C02973,2024-11-12,90,,,281000
FAC003396,C03092,2025-07-15,45,,,1806000
FAC003397,C01860,2024-11-11,30,2025-07-23,224.0,1894000
FAC003398,C00336,2025-01-31,15,2025-08-26,192.0,979000
FAC003399,C04130,2025-01-21,45,2025-03-04,0.0,735000
FAC003400,C01526,2025-03-25,45,2025-07-22,74.0,1898000
FAC003401,C02222,2025-04-05,45,2025-04-25,0.0,1632000
FAC003402,C03860,2025-01-10,30,2025-02-24,15.0,597000
FAC003403,C00145,2025-07-09,90,,,1069000
FAC003404,C04288,2024-10-13,45,2025-05-02,156.0,1508000
FAC003405,C01626,2025-03-27,90,2025-08-18,54.0,1502000
FAC003406,C04685,2024-10-25,15,2025-05-18,190.0,1288000
FAC003407,C00103,2025-01-08,60,,,1913000
FAC003408,C02004,2025-04-19,45,,,933000
FAC003409,C00382,2025-09-16,90,2025-09-18,0.0,1554000
FAC003410,C02038,2025-02-17,90,,,1023000
FAC003411,C04916,2025-05-30,15,,,443000
FAC003412,C02277,2025-08-22,60,2025-09-14,0.0,721000
FAC003413,C02839,2025-07-01,30,,,966000
FAC003414,C03335,2025-09-06,90,2025-09-08,0.0,280000
FAC003415,C03617,2025-03-11,60,2025-05-05,0.0,1117000
FAC003416,C02649,2024-11-26,15,,,248000
FAC003417,C02209,2025-03-14,45,2025-03-23,0.0,1827000
FAC003418,C00368,2025-03-20,90,2025-05-11,0.0,1010000
FAC003419,C03392,2025-06-03,60,,,1866000
FAC003420,C04099,2025-06-22,45,,,956000
FAC003421,C03375,2025-01-05,90,,,1328000
FAC003422,C01849,2025-03-19,30,2025-04-09,0.0,1609000
FAC003423,C03445,2025-01-02,90,2025-02-22,0.0,1189000
FAC003424,C02094,2024-12-08,45,2024-12-28,0.0,268000
FAC003425,C03805,2025-02-28,30,2025-06-10,72.0,993000
FAC003426,C03873,2024-11-28,15,,,1928000
FAC003427,C00371,2025-02-05,60,2025-07-12,97.0,698000
FAC003428,C01839,2025-09-15,45,,,572000
FAC003429,C00115,2025-04-25,90,2025-05-02,0.0,1542000
FAC003430,C01838,2024-11-15,45,2025-09-16,260.0,1103000
FAC003431,C04823,2024-10-18,90,2025-07-03,168.0,1865000
FAC003432,C00397,2025-06-26,30,,,692000
FAC003433,C04262,2025-06-16,15,2025-08-18,48.0,1026000
FAC003434,C04618,2025-03-08,90,2025-06-02,0.0,432000
FAC003435,C04917,2025-07-26,90,2025-08-17,0.0,1232000
FAC003436,C02760,2025-04-21,90,2025-06-10,0.0,549000
FAC003437,C00424,2025-02-11,15,2025-03-05,7.0,1321000
FAC003438,C00821,2024-12-02,60,,,1565000
FAC003439,C04651,2025-04-26,90,,,1189000
FAC003440,C00458,2024-10-13,15,2024-11-01,4.0,1509000
FAC003441,C01377,2024-10-26,15,2025-01-22,73.0,868000
FAC003442,C01579,2025-01-25,15,2025-08-05,177.0,1204000
FAC003443,C03258,2025-06-11,60,,,64000
FAC003444,C01509,2025-07-19,60,,,1915000
FAC003445,C03221,2025-08-28,15,2025-09-01,0.0,1512000
FAC003446,C04951,2025-04-19,60,2025-08-11,54.0,537000
FAC003447,C04031,2025-08-12,60,,,612000
FAC003448,C03816,2024-12-24,60,2025-01-16,0.0,783000
FAC003449,C04721,2025-03-21,30,,,1865000
FAC003450,C02525,2025-08-14,60,2025-09-20,0.0,334000
FAC003451,C01939,2024-11-13,45,,,360000
FAC003452,C00879,2025-04-01,60,2025-04-16,0.0,1479000
FAC003453,C02880,2025-08-20,60,2025-09-16,0.0,1859000
FAC003454,C01923,2025-09-14,60,,,1212000
FAC003455,C03400,2025-07-01,30,,,794000
FAC003456,C00854,2025-08-26,15,2025-08-30,0.0,771000
FAC003457,C01220,2025-01-01,30,2025-09-12,224.0,1164000
FAC003458,C03087,2025-04-27,60,2025-08-07,42.0,944000
FAC003459,C00489,2024-10-03,60,2025-01-16,45.0,357000
FAC003460,C03913,2025-08-03,45,,,1579000
FAC003461,C00372,2025-03-12,15,2025-04-08,12.0,1304000
FAC003462,C04512,2025-08-04,15,2025-08-30,11.0,1300000
FAC003463,C03805,2024-10-29,90,2024-11-11,0.0,1975000
FAC003464,C01142,2024-11-05,60,,,310000
FAC003465,C04541,2025-07-27,90,2025-09-15,0.0,69000
FAC003466,C02676,2025-08-21,90,2025-09-09,0.0,1532000
FAC003467,C03985,2025-08-31,60,2025-09-27,0.0,1534000
FAC003468,C03946,2025-07-31,90,2025-09-06,0.0,1317000
FAC003469,C03523,2025-08-03,30,2025-09-21,19.0,1651000
FAC003470,C02083,2025-07-14,90,2025-07-19,0.0,802000
FAC003471,C03370,2025-05-26,30,2025-07-19,24.0,1309000
FAC003472,C01666,2025-03-02,30,2025-08-10,131.0,377000
FAC003473,C01248,2024-12-14,60,,,206000
FAC003474,C00325,2025-06-12,15,2025-08-30,64.0,455000
FAC003475,C01901,2024-10-31,45,2025-04-09,115.0,833000
FAC003476,C02309,2025-02-19,60,,,1711000
FAC003477,C00716,2024-11-29,45,2025-06-13,151.0,655000
FAC003478,C00856,2025-06-03,60,2025-08-15,13.0,1615000
FAC003479,C03554,2025-07-17,60,2025-08-09,0.0,101000
FAC003480,C00088,2025-06-13,45,2025-09-18,52.0,341000
FAC003481,C00499,2025-02-05,90,2025-07-12,67.0,122000
FAC003482,C00622,2024-10-01,30,2025-01-30,91.0,1604000
FAC003483,C00288,2024-10-22,90,,,1962000
FAC003484,C03845,2025-07-08,15,2025-08-24,32.0,1614000
FAC003485,C03224,2025-08-23,15,2025-09-14,7.0,1303000
FAC003486,C02089,2025-07-14,30,2025-08-31,18.0,224000
FAC003487,C03519,2025-02-20,45,2025-05-27,51.0,1138000
FAC003488,C01387,2025-01-17,60,2025-08-25,160.0,759000
FAC003489,C00235,2025-08-26,90,,,961000
FAC003490,C03419,2025-06-14,45,2025-06-17,0.0,278000
FAC003491,C03059,2025-05-06,90,2025-08-28,24.0,329000
FAC003492,C00054,2024-11-08,30,2025-08-06,241.0,1311000
FAC003493,C00525,2024-10-23,15,,,185000
FAC003494,C01788,2025-05-16,45,,,308000
FAC003495,C04428,2025-04-21,45,2025-06-10,5.0,833000
FAC003496,C03785,2025-09-17,45,2025-09-21,0.0,433000
FAC003497,C04938,2025-01-27,45,,,878000
FAC003498,C04539,2025-01-03,90,2025-09-25,175.0,1584000
FAC003499,C03320,2025-01-19,45,2025-08-24,172.0,544000
FAC003500,C02765,2025-05-29,30,,,1523000
FAC003501,C00773,2025-06-20,60,2025-08-21,2.0,951000
FAC003502,C03155,2025-02-17,45,,,1352000
FAC003503,C02685,2025-02-19,30,,,1966000
FAC003504,C04144,2024-11-08,45,,,1127000
FAC003505,C02397,2025-01-06,30,2025-01-20,0.0,799000
FAC003506,C00139,2025-02-18,30,,,716000
