ID_Transacción,ID_Cliente,ID_Tienda,SKU,Cantidad,Precio_Unitario,Fecha,Total
TRX0024364,C04690,T001,P00019,4,111500,2025-05-15,446000
TRX0024365,C00107,T006,P00221,2,36300,2024-05-25,72600
TRX0024366,C02339,T019,P00244,2,22900,2025-08-23,45800
TRX0024367,C01360,T021,P00224,4,264300,2025-08-13,1057200
TRX0024368,C03992,T018,P00087,2,131400,2024-08-12,262800
TRX0024369,C02801,T006,P00158,3,187200,2024-02-15,561600
TRX0024370,C01661,T010,P00068,5,222200,2024-06-30,1111000
TRX0024371,C03273,T024,P00265,4,29700,2024-09-02,118800
TRX0024372,C00643,T011,P00267,5,393600,2025-09-25,1968000
TRX0024373,C00569,T006,P00172,3,55300,2025-05-09,165900
TRX0024374,C00913,T025,P00087,2,131400,2024-04-06,262800
TRX0024375,C03494,T016,P00076,4,318500,2024-03-16,1274000
TRX0024376,C03304,T024,P00079,2,148700,2025-06-30,297400
TRX0024377,C00038,T017,P00043,5,91400,2025-06-25,457000
TRX0024378,C04986,T014,P00290,2,187900,2024-11-08,375800
TRX0024379,C00363,T003,P00060,3,251600,2024-08-07,754800
TRX0024380,C00162,T013,P00176,1,178500,2024-11-20,178500
TRX0024381,C03500,T011,P00227,3,109700,2024-08-09,329100
TRX0024382,C04143,T020,P00113,5,76600,2025-01-22,383000
TRX0024383,C03652,T017,P00257,2,354400,2023-11-06,708800
TRX0024384,C01312,T023,P00280,2,138600,2024-03-11,277200
TRX0024385,C02544,T005,P00289,1,43600,2024-10-30,43600
TRX0024386,C03028,T014,P00286,1,149100,2024-01-21,149100
TRX0024387,C02954,T018,P00032,3,324200,2024-06-03,972600
TRX0024388,C01072,T025,P00221,1,36300,2025-07-01,36300
TRX0024389,C04724,T007,P00289,4,43600,2024-07-01,174400
TRX0024390,C04562,T011,P00227,5,109700,2025-05-29,548500
TRX0024391,C02053,T023,P00227,4,109700,2025-04-19,438800
TRX0024392,C00341,T021,P00026,1,282900,2025-01-07,282900
TRX0024393,C02463,T024,P00163,4,376600,2024-05-01,1506400
TRX0024394,C02414,T021,P00156,3,191900,2025-03-28,575700
TRX0024395,C02759,T001,P00250,1,188700,2024-03-11,188700
TRX0024396,C01906,T019,P00218,5,30700,2024-06-27,153500
TRX0024397,C04510,T013,P00018,1,379000,2024-09-29,379000
TRX0024398,C01587,T017,P00009,2,130000,2025-06-21,260000
TRX0024399,C01627,T024,P00256,1,238500,2025-06-16,238500
TRX0024400,C02079,T013,P00211,4,244800,2024-11-24,979200
TRX0024401,C03196,T020,P00267,3,393600,2025-05-12,1180800
TRX0024402,C00186,T017,P00034,5,39100,2024-08-07,195500
TRX0024403,C00982,T009,P00181,5,93200,2025-01-17,466000
TRX0024404,C02411,T020,P00292,1,138300,2024-03-16,138300
TRX0024405,C04351,T013,P00120,5,130200,2024-11-26,651000
TRX0024406,C00357,T005,P00232,3,314500,2024-06-02,943500
TRX0024407,C04957,T023,P00151,3,21700,2025-05-17,65100
TRX0024408,C03314,T011,P00013,4,181900,2024-07-05,727600
TRX0024409,C01845,T006,P00083,4,36900,2025-04-14,147600
TRX0024410,C04554,T023,P00078,4,279900,2024-01-31,1119600
TRX0024411,C01827,T003,P00175,2,102700,2025-04-25,205400
TRX0024412,C02823,T022,P00061,3,228100,2025-06-19,684300
TRX0024413,C01650,T001,P00240,1,415900,2024-03-11,415900
TRX0024414,C03928,T001,P00300,2,79300,2025-01-05,158600
TRX0024415,C03820,T020,P00240,1,415900,2023-12-28,415900
TRX0024416,C00856,T020,P00170,2,171200,2024-11-17,342400
TRX0024417,C00348,T010,P00018,5,379000,2025-04-08,1895000
TRX0024418,C04317,T023,P00018,1,379000,2023-12-09,379000
TRX0024419,C04065,T017,P00026,4,282900,2024-02-03,1131600
TRX0024420,C03481,T001,P00014,5,56400,2024-03-08,282000
TRX0024421,C00621,T012,P00049,5,228800,2024-09-15,1144000
TRX0024422,C00509,T017,P00220,2,307600,2024-02-04,615200
TRX0024423,C01851,T008,P00012,3,105700,2024-11-05,317100
TRX0024424,C02271,T011,P00283,2,116200,2024-07-02,232400
TRX0024425,C00578,T006,P00212,3,40400,2024-01-31,121200
TRX0024426,C04966,T017,P00180,4,380200,2024-08-23,1520800
TRX0024427,C01221,T020,P00036,1,267900,2024-02-21,267900
TRX0024428,C02061,T012,P00228,5,43500,2024-05-04,217500
TRX0024429,C02240,T025,P00068,1,222200,2024-12-29,222200
TRX0024430,C00713,T017,P00096,5,33900,2023-11-10,169500
TRX0024431,C01710,T007,P00042,4,88200,2024-07-25,352800
TRX0024432,C04065,T018,P00092,2,195200,2024-09-01,390400
TRX0024433,C04268,T004,P00006,5,14400,2024-07-18,72000
TRX0024434,C02493,T021,P00079,3,148700,2024-12-30,446100
TRX0024435,C04026,T025,P00037,4,8200,2025-09-11,32800
TRX0024436,C02520,T005,P00102,1,54600,2025-03-06,54600
TRX0024437,C02868,T001,P00066,2,84400,2024-08-10,168800
TRX0024438,C03751,T010,P00267,3,393600,2025-02-16,1180800
TRX0024439,C01822,T017,P00098,2,110000,2024-08-24,220000
TRX0024440,C01089,T002,P00123,4,10300,2023-12-09,41200
TRX0024441,C01639,T020,P00182,3,99800,2024-05-07,299400
TRX0024442,C02913,T022,P00146,1,17500,2023-12-10,17500
TRX0024443,C00488,T021,P00274,4,52700,2024-05-08,210800
TRX0024444,C00455,T015,P00282,5,32000,2025-03-02,160000
TRX0024445,C04165,T014,P00271,3,313300,2025-04-03,939900
TRX0024446,C03664,T015,P00191,2,57000,2023-12-23,114000
TRX0024447,C02728,T011,P00058,1,254300,2025-04-13,254300
TRX0024448,C00005,T002,P00274,5,52700,2025-03-31,263500
TRX0024449,C02629,T007,P00233,3,249200,2024-07-07,747600
TRX0024450,C02611,T016,P00080,4,108200,2024-11-10,432800
TRX0024451,C03144,T023,P00289,3,43600,2025-04-16,130800
TRX0024452,C00489,T021,P00120,5,130200,2024-09-07,651000
TRX0024453,C01802,T013,P00026,3,282900,2024-01-12,848700
TRX0024454,C03706,T007,P00112,2,39700,2024-07-24,79400
TRX0024455,C01780,T013,P00197,2,125900,2025-01-06,251800
TRX0024456,C00557,T009,P00257,2,354400,2024-07-23,708800
TRX0024457,C01481,T009,P00214,5,167200,2023-10-12,836000
TRX0024458,C03865,T009,P00049,1,228800,2024-05-06,228800
TRX0024459,C00693,T012,P00284,2,167100,2024-08-11,334200
TRX0024460,C00764,T014,P00050,2,15300,2025-08-12,30600
TRX0024461,C01835,T005,P00215,5,102100,2025-05-27,510500
TRX0024462,C02589,T014,P00214,4,167200,2025-06-17,668800
TRX0024463,C03406,T023,P00111,4,167300,2023-11-16,669200
TRX0024464,C00528,T021,P00265,3,29700,2024-07-22,89100
TRX0024465,C02255,T017,P00191,2,57000,2024-12-09,114000
TRX0024466,C01281,T023,P00071,3,211600,2025-01-19,634800
TRX0024467,C02167,T021,P00145,5,55800,2024-11-23,279000
TRX0024468,C01984,T014,P00294,4,34100,2024-12-21,136400
TRX0024469,C02472,T018,P00274,4,52700,2023-10-27,210800
TRX0024470,C02802,T003,P00164,3,168500,2024-04-03,505500
TRX0024471,C03635,T017,P00278,3,288900,2024-09-02,866700
TRX0024472,C01327,T023,P00168,5,22600,2024-08-25,113000
TRX0024473,C03684,T022,P00035,1,21300,2024-07-11,21300
TRX0024474,C02963,T024,P00070,5,97400,2025-04-16,487000
TRX0024475,C04059,T016,P00156,1,191900,2024-01-03,191900
TRX0024476,C01663,T002,P00134,3,270400,2024-03-28,811200
TRX0024477,C03169,T003,P00127,4,232500,2024-08-03,930000
TRX0024478,C02134,T013,P00195,1,182400,2024-08-12,182400
TRX0024479,C00242,T003,P00041,4,384400,2023-12-01,1537600
TRX0024480,C04036,T022,P00226,1,309000,2025-02-23,309000
TRX0024481,C02089,T025,P00064,5,287400,2025-01-02,1437000
TRX0024482,C00705,T020,P00214,3,167200,2024-12-19,501600
TRX0024483,C03096,T010,P00171,5,148000,2025-08-31,740000
TRX0024484,C00211,T024,P00165,5,101800,2024-11-21,509000
TRX0024485,C00494,T002,P00002,5,320500,2023-11-24,1602500
TRX0024486,C04819,T005,P00219,5,19000,2025-02-19,95000
TRX0024487,C02683,T014,P00045,1,278800,2025-06-03,278800
TRX0024488,C04185,T007,P00290,2,187900,2024-02-18,375800
TRX0024489,C02704,T020,P00300,4,79300,2025-01-21,317200
TRX0024490,C03495,T005,P00198,2,115600,2025-06-25,231200
TRX0024491,C03655,T017,P00087,1,131400,2023-10-22,131400
TRX0024492,C02044,T021,P00205,1,166200,2025-08-15,166200
TRX0024493,C04562,T016,P00163,1,376600,2024-04-27,376600
TRX0024494,C03913,T016,P00090,4,338200,2023-11-23,1352800
TRX0024495,C03133,T011,P00078,1,279900,2023-10-07,279900
TRX0024496,C02136,T001,P00132,4,50600,2024-11-08,202400
TRX0024497,C01099,T008,P00033,2,123500,2025-05-22,247000
TRX0024498,C02439,T016,P00258,1,18300,2025-05-12,18300
TRX0024499,C00995,T010,P00260,5,249600,2024-02-12,1248000
TRX0024500,C02823,T004,P00048,1,344600,2024-02-04,344600
TRX0024501,C01584,T015,P00256,2,238500,2025-08-26,477000
TRX0024502,C02233,T022,P00005,3,232600,2024-06-15,697800
TRX0024503,C00054,T025,P00126,5,114700,2025-03-12,573500
TRX0024504,C01047,T018,P00007,3,328900,2024-09-11,986700
TRX0024505,C01339,T014,P00108,5,262200,2025-05-01,1311000
TRX0024506,C02917,T021,P00030,2,17700,2024-11-30,35400
TRX0024507,C03536,T011,P00080,3,108200,2025-03-18,324600
TRX0024508,C01482,T019,P00293,2,168100,2024-10-31,336200
TRX0024509,C01825,T022,P00264,1,131600,2023-12-03,131600
TRX0024510,C03084,T016,P00198,1,115600,2024-10-17,115600
TRX0024511,C02966,T013,P00284,3,167100,2024-10-09,501300
TRX0024512,C01465,T015,P00123,5,10300,2024-08-06,51500
TRX0024513,C03030,T025,P00211,4,244800,2025-02-23,979200
TRX0024514,C02063,T011,P00116,3,322000,2025-03-14,966000
TRX0024515,C02118,T001,P00129,3,240700,2025-02-04,722100
TRX0024516,C01920,T025,P00274,2,52700,2024-02-26,105400
TRX0024517,C02499,T019,P00130,3,128600,2024-07-17,385800
TRX0024518,C04180,T025,P00229,1,12700,2023-12-31,12700
TRX0024519,C04690,T008,P00063,5,52100,2025-08-13,260500
TRX0024520,C04957,T015,P00110,1,257200,2025-07-09,257200
TRX0024521,C02960,T020,P00263,2,371000,2025-02-08,742000
TRX0024522,C02933,T011,P00181,4,93200,2024-08-23,372800
TRX0024523,C01941,T013,P00066,2,84400,2023-11-07,168800
TRX0024524,C02445,T021,P00042,4,88200,2025-01-03,352800
TRX0024525,C01389,T006,P00131,2,267600,2024-04-01,535200
TRX0024526,C00403,T019,P00176,5,178500,2023-11-15,892500
TRX0024527,C02147,T015,P00167,1,15100,2024-01-12,15100
TRX0024528,C00276,T011,P00241,3,136600,2024-06-13,409800
TRX0024529,C02106,T009,P00151,5,21700,2025-07-01,108500
TRX0024530,C04055,T013,P00295,3,28700,2023-12-13,86100
TRX0024531,C02934,T017,P00083,5,36900,2024-07-01,184500
TRX0024532,C01646,T020,P00046,3,43700,2024-08-10,131100
TRX0024533,C00092,T003,P00222,4,170900,2025-01-16,683600
TRX0024534,C04606,T024,P00287,4,141300,2024-04-08,565200
TRX0024535,C03838,T013,P00041,1,384400,2024-03-09,384400
TRX0024536,C04970,T006,P00165,2,101800,2024-08-15,203600
TRX0024537,C03656,T002,P00046,2,43700,2023-10-15,87400
TRX0024538,C02233,T008,P00251,3,310800,2025-04-17,932400
TRX0024539,C04190,T018,P00035,4,21300,2024-05-11,85200
TRX0024540,C02713,T024,P00270,2,205400,2024-03-27,410800
TRX0024541,C01203,T017,P00048,5,344600,2024-11-27,1723000
TRX0024542,C03693,T003,P00250,4,188700,2025-01-29,754800
TRX0024543,C02894,T025,P00045,5,278800,2024-07-12,1394000
TRX0024544,C04242,T008,P00241,3,136600,2024-07-02,409800
TRX0024545,C02224,T021,P00133,1,279900,2023-11-13,279900
TRX0024546,C02184,T008,P00160,2,60000,2023-10-07,120000
TRX0024547,C00202,T005,P00207,2,282800,2024-03-18,565600
TRX0024548,C04776,T020,P00122,1,179100,2024-04-21,179100
TRX0024549,C03819,T023,P00071,4,211600,2025-06-08,846400
TRX0024550,C01967,T018,P00106,4,230100,2024-03-04,920400
TRX0024551,C02605,T010,P00192,5,282500,2024-05-20,1412500
TRX0024552,C02215,T006,P00051,1,11700,2024-02-07,11700
TRX0024553,C02297,T002,P00242,5,145300,2024-09-13,726500
TRX0024554,C01277,T020,P00258,1,18300,2024-06-28,18300
TRX0024555,C02127,T018,P00072,4,156400,2023-12-09,625600
TRX0024556,C00061,T010,P00158,1,187200,2023-11-06,187200
TRX0024557,C03476,T017,P00192,1,282500,2023-10-13,282500
TRX0024558,C04303,T013,P00251,2,310800,2025-06-07,621600
TRX0024559,C04571,T021,P00074,3,248200,2024-04-07,744600
TRX0024560,C00384,T018,P00149,4,336600,2023-10-30,1346400
TRX0024561,C03698,T013,P00196,5,254900,2024-06-29,1274500
TRX0024562,C01634,T009,P00227,2,109700,2025-03-01,219400
TRX0024563,C01427,T016,P00178,3,23600,2024-03-12,70800
TRX0024564,C01357,T010,P00227,5,109700,2024-09-20,548500
TRX0024565,C03598,T015,P00034,1,39100,2025-04-17,39100
TRX0024566,C00849,T004,P00159,4,135600,2024-04-10,542400
TRX0024567,C02876,T015,P00080,1,108200,2024-03-01,108200
TRX0024568,C04505,T015,P00182,1,99800,2025-08-21,99800
TRX0024569,C01586,T016,P00019,3,111500,2024-02-09,334500
TRX0024570,C04400,T003,P00256,3,238500,2024-12-09,715500
TRX0024571,C02797,T014,P00193,4,248500,2025-08-24,994000
TRX0024572,C01005,T013,P00121,5,379500,2024-08-06,1897500
TRX0024573,C01285,T003,P00058,2,254300,2024-04-04,508600
TRX0024574,C04005,T007,P00072,1,156400,2024-04-17,156400
TRX0024575,C03098,T016,P00110,1,257200,2023-12-16,257200
TRX0024576,C00703,T008,P00300,1,79300,2024-09-08,79300
TRX0024577,C04322,T024,P00110,2,257200,2025-03-09,514400
TRX0024578,C04058,T007,P00181,2,93200,2024-02-23,186400
TRX0024579,C00517,T010,P00220,5,307600,2024-07-14,1538000
TRX0024580,C00165,T023,P00100,2,314500,2025-07-23,629000
TRX0024581,C01766,T003,P00046,5,43700,2025-03-18,218500
TRX0024582,C04663,T023,P00135,4,89200,2025-04-26,356800
TRX0024583,C00962,T013,P00085,2,20100,2023-10-25,40200
TRX0024584,C03483,T014,P00148,2,62200,2025-02-01,124400
TRX0024585,C00986,T014,P00217,2,266200,2024-12-31,532400
TRX0024586,C01390,T010,P00132,1,50600,2025-07-17,50600
TRX0024587,C03254,T020,P00134,1,270400,2023-10-19,270400
TRX0024588,C04470,T017,P00299,3,231900,2025-08-25,695700
TRX0024589,C04729,T021,P00102,1,54600,2024-12-06,54600
TRX0024590,C03536,T016,P00097,1,367700,2025-07-02,367700
TRX0024591,C03222,T006,P00062,2,64200,2024-07-12,128400
TRX0024592,C00623,T017,P00063,4,52100,2024-03-24,208400
TRX0024593,C01136,T006,P00251,5,310800,2024-08-30,1554000
TRX0024594,C02557,T015,P00143,1,131200,2024-07-30,131200
TRX0024595,C04666,T021,P00032,1,324200,2025-06-27,324200
TRX0024596,C01486,T005,P00119,2,102500,2023-12-08,205000
TRX0024597,C02111,T016,P00114,3,403900,2024-12-10,1211700
TRX0024598,C03317,T021,P00241,3,136600,2025-05-30,409800
TRX0024599,C04523,T014,P00005,4,232600,2024-12-14,930400
TRX0024600,C03605,T002,P00118,1,93100,2025-02-22,93100
TRX0024601,C03735,T004,P00227,5,109700,2023-12-27,548500
TRX0024602,C03215,T015,P00270,4,205400,2024-07-30,821600
TRX0024603,C00754,T021,P00251,5,310800,2025-04-20,1554000
TRX0024604,C02193,T017,P00001,4,159600,2023-10-28,638400
TRX0024605,C04676,T012,P00007,3,328900,2024-01-03,986700
TRX0024606,C03771,T020,P00235,2,52600,2023-10-04,105200
TRX0024607,C01155,T011,P00196,4,254900,2025-01-23,1019600
TRX0024608,C03737,T018,P00220,3,307600,2025-05-19,922800
TRX0024609,C03036,T023,P00263,1,371000,2024-08-16,371000
TRX0024610,C01414,T007,P00017,1,19300,2024-04-13,19300
TRX0024611,C02585,T005,P00198,2,115600,2025-03-13,231200
TRX0024612,C04896,T017,P00024,5,124300,2025-01-27,621500
TRX0024613,C00452,T001,P00166,2,132100,2024-02-08,264200
TRX0024614,C01550,T010,P00278,4,288900,2025-08-07,1155600
TRX0024615,C00575,T008,P00054,1,175700,2023-12-23,175700
TRX0024616,C03617,T008,P00291,1,141200,2024-10-28,141200
TRX0024617,C02058,T011,P00210,1,237500,2025-07-15,237500
TRX0024618,C02207,T005,P00161,2,166000,2024-09-20,332000
TRX0024619,C02343,T016,P00129,4,240700,2024-12-12,962800
TRX0024620,C00786,T003,P00115,1,181600,2023-10-06,181600
TRX0024621,C02834,T011,P00080,1,108200,2023-10-04,108200
TRX0024622,C04243,T006,P00292,3,138300,2024-03-12,414900
TRX0024623,C01481,T003,P00276,2,212800,2024-02-16,425600
TRX0024624,C04566,T004,P00140,5,194400,2024-03-30,972000
TRX0024625,C04635,T011,P00195,2,182400,2025-02-07,364800
TRX0024626,C00691,T015,P00174,3,141500,2024-06-14,424500
TRX0024627,C00755,T020,P00197,2,125900,2023-10-17,251800
TRX0024628,C00016,T015,P00081,2,86800,2025-05-24,173600
TRX0024629,C00214,T014,P00005,5,232600,2025-01-02,1163000
TRX0024630,C03738,T016,P00229,2,12700,2023-10-21,25400
TRX0024631,C03502,T022,P00097,5,367700,2024-10-30,1838500
TRX0024632,C04963,T007,P00100,1,314500,2024-07-30,314500
TRX0024633,C00959,T007,P00248,1,141100,2024-06-11,141100
TRX0024634,C00797,T013,P00219,4,19000,2024-02-21,76000
TRX0024635,C02440,T011,P00156,2,191900,2025-06-02,383800
TRX0024636,C01998,T018,P00246,2,183700,2025-04-17,367400
TRX0024637,C01610,T007,P00150,5,182600,2024-07-07,913000
TRX0024638,C03279,T010,P00292,4,138300,2025-06-23,553200
TRX0024639,C01322,T012,P00031,4,157000,2024-04-09,628000
TRX0024640,C02642,T001,P00189,4,273400,2023-11-10,1093600
TRX0024641,C01827,T012,P00065,3,8300,2024-04-10,24900
TRX0024642,C02006,T008,P00047,1,207300,2025-03-15,207300
TRX0024643,C01433,T024,P00162,4,229900,2025-08-07,919600
TRX0024644,C00726,T002,P00084,3,114900,2024-03-23,344700
TRX0024645,C00822,T006,P00257,3,354400,2024-03-24,1063200
TRX0024646,C02764,T010,P00072,1,156400,2024-11-01,156400
TRX0024647,C03306,T015,P00106,1,230100,2025-06-18,230100
TRX0024648,C02683,T025,P00040,3,129600,2025-01-05,388800
TRX0024649,C04881,T003,P00009,1,130000,2024-08-18,130000
TRX0024650,C02394,T019,P00070,3,97400,2024-07-05,292200
TRX0024651,C04824,T022,P00110,5,257200,2024-11-26,1286000
TRX0024652,C04959,T012,P00039,5,327600,2023-12-15,1638000
TRX0024653,C04677,T025,P00065,1,8300,2023-10-06,8300
TRX0024654,C03679,T016,P00269,1,164100,2024-06-24,164100
TRX0024655,C00347,T008,P00128,4,55500,2024-10-31,222000
TRX0024656,C00781,T023,P00152,3,125000,2024-04-26,375000
TRX0024657,C03933,T001,P00081,2,86800,2024-08-26,173600
TRX0024658,C02953,T014,P00041,1,384400,2024-09-11,384400
TRX0024659,C04366,T022,P00160,3,60000,2024-12-18,180000
TRX0024660,C01032,T012,P00129,4,240700,2025-08-22,962800
TRX0024661,C04521,T007,P00205,4,166200,2025-04-24,664800
TRX0024662,C01529,T002,P00052,3,117700,2025-08-02,353100
TRX0024663,C00549,T009,P00013,4,181900,2024-08-11,727600
TRX0024664,C01773,T011,P00274,1,52700,2024-12-23,52700
TRX0024665,C02512,T012,P00158,2,187200,2024-12-30,374400
TRX0024666,C03182,T007,P00065,3,8300,2024-08-13,24900
TRX0024667,C03245,T016,P00076,2,318500,2024-08-13,637000
TRX0024668,C04181,T017,P00195,3,182400,2023-10-25,547200
TRX0024669,C01888,T014,P00045,2,278800,2025-07-02,557600
TRX0024670,C04101,T014,P00061,4,228100,2024-11-19,912400
TRX0024671,C01928,T014,P00278,1,288900,2025-08-06,288900
TRX0024672,C02461,T022,P00284,4,167100,2025-05-03,668400
TRX0024673,C02556,T024,P00089,5,182100,2024-02-20,910500
TRX0024674,C02535,T019,P00251,3,310800,2024-10-12,932400
TRX0024675,C04160,T004,P00028,2,206800,2024-04-22,413600
TRX0024676,C00249,T022,P00045,1,278800,2024-07-19,278800
TRX0024677,C03308,T007,P00248,4,141100,2025-02-25,564400
TRX0024678,C01084,T014,P00184,5,329900,2024-01-14,1649500
TRX0024679,C03674,T025,P00230,4,19600,2023-11-04,78400
TRX0024680,C01581,T019,P00105,5,6200,2024-06-07,31000
TRX0024681,C01144,T021,P00069,2,103800,2025-03-15,207600
TRX0024682,C00223,T013,P00110,1,257200,2023-10-27,257200
TRX0024683,C00189,T009,P00267,3,393600,2024-04-19,1180800
TRX0024684,C01152,T019,P00143,1,131200,2024-06-30,131200
TRX0024685,C02413,T005,P00239,1,19900,2025-07-08,19900
TRX0024686,C04996,T005,P00218,4,30700,2024-11-15,122800
TRX0024687,C00626,T003,P00239,3,19900,2024-09-25,59700
TRX0024688,C01433,T009,P00074,2,248200,2025-05-21,496400
TRX0024689,C03661,T009,P00199,2,261200,2025-05-14,522400
TRX0024690,C01741,T021,P00093,4,75800,2025-01-10,303200
TRX0024691,C02796,T002,P00103,3,165100,2025-02-26,495300
TRX0024692,C03530,T020,P00148,5,62200,2023-11-18,311000
TRX0024693,C03960,T018,P00081,4,86800,2024-08-18,347200
TRX0024694,C01389,T002,P00286,4,149100,2024-05-08,596400
TRX0024695,C04718,T019,P00121,2,379500,2024-02-25,759000
TRX0024696,C01697,T017,P00147,3,235500,2023-10-06,706500
TRX0024697,C03934,T005,P00057,4,259700,2024-09-01,1038800
TRX0024698,C00973,T004,P00272,3,78800,2025-07-08,236400
TRX0024699,C01134,T001,P00181,2,93200,2024-11-13,186400
TRX0024700,C01766,T017,P00087,5,131400,2025-07-16,657000
TRX0024701,C01238,T024,P00231,2,54900,2024-07-09,109800
TRX0024702,C04851,T020,P00153,5,312400,2025-01-02,1562000
TRX0024703,C04140,T007,P00134,3,270400,2024-01-06,811200
TRX0024704,C04813,T025,P00244,4,22900,2025-01-11,91600
TRX0024705,C04881,T002,P00231,4,54900,2024-03-19,219600
TRX0024706,C00859,T012,P00086,1,155700,2023-12-25,155700
TRX0024707,C00022,T025,P00276,3,212800,2025-08-13,638400
TRX0024708,C03011,T020,P00130,3,128600,2024-08-07,385800
TRX0024709,C02863,T010,P00104,4,30800,2025-08-19,123200
TRX0024710,C04015,T014,P00059,5,198900,2023-11-15,994500
TRX0024711,C00645,T014,P00238,4,145800,2025-02-17,583200
TRX0024712,C04578,T025,P00058,2,254300,2025-05-19,508600
TRX0024713,C00499,T024,P00052,3,117700,2023-12-14,353100
TRX0024714,C03181,T017,P00046,4,43700,2024-02-25,174800
TRX0024715,C00283,T008,P00007,1,328900,2024-03-19,328900
TRX0024716,C00313,T010,P00170,3,171200,2025-03-02,513600
TRX0024717,C00253,T001,P00013,4,181900,2025-08-12,727600
TRX0024718,C02677,T022,P00017,5,19300,2024-11-30,96500
TRX0024719,C02213,T014,P00100,3,314500,2024-04-22,943500
TRX0024720,C04267,T001,P00280,3,138600,2025-06-06,415800
TRX0024721,C00650,T023,P00176,1,178500,2025-09-21,178500
TRX0024722,C01644,T004,P00229,4,12700,2024-09-06,50800
TRX0024723,C02247,T007,P00043,2,91400,2024-05-20,182800
TRX0024724,C01969,T014,P00258,3,18300,2024-04-27,54900
TRX0024725,C00008,T012,P00116,1,322000,2024-10-31,322000
TRX0024726,C04044,T009,P00066,4,84400,2024-09-26,337600
TRX0024727,C01606,T006,P00300,5,79300,2025-09-20,396500
TRX0024728,C00839,T024,P00222,1,170900,2023-12-01,170900
TRX0024729,C00883,T004,P00256,3,238500,2024-02-26,715500
TRX0024730,C02819,T009,P00111,4,167300,2023-12-11,669200
TRX0024731,C04705,T011,P00009,4,130000,2025-05-20,520000
TRX0024732,C01066,T019,P00101,1,219900,2025-05-23,219900
TRX0024733,C00672,T025,P00021,5,59400,2025-02-04,297000
TRX0024734,C03883,T020,P00038,1,156300,2023-12-17,156300
TRX0024735,C00883,T020,P00112,1,39700,2025-05-24,39700
TRX0024736,C03105,T020,P00140,1,194400,2023-11-01,194400
TRX0024737,C00387,T020,P00150,4,182600,2023-10-13,730400
TRX0024738,C00545,T008,P00022,2,12900,2025-01-07,25800
TRX0024739,C03108,T010,P00228,1,43500,2025-02-28,43500
TRX0024740,C00539,T016,P00099,5,295500,2025-05-17,1477500
TRX0024741,C03411,T011,P00254,1,286500,2023-12-29,286500
TRX0024742,C04662,T005,P00012,5,105700,2023-10-15,528500
TRX0024743,C00149,T012,P00101,1,219900,2025-07-15,219900
TRX0024744,C04702,T010,P00295,5,28700,2024-02-03,143500
TRX0024745,C04441,T021,P00171,4,148000,2024-07-18,592000
TRX0024746,C01672,T013,P00053,2,300900,2025-02-28,601800
TRX0024747,C00206,T019,P00100,2,314500,2025-05-19,629000
TRX0024748,C00224,T003,P00300,5,79300,2025-03-02,396500
TRX0024749,C03446,T017,P00262,4,409700,2024-06-12,1638800
TRX0024750,C00112,T004,P00060,3,251600,2024-07-08,754800
TRX0024751,C00673,T011,P00277,1,202600,2024-01-10,202600
TRX0024752,C01776,T024,P00084,1,114900,2025-06-15,114900
TRX0024753,C03411,T001,P00110,4,257200,2023-12-03,1028800
TRX0024754,C03154,T010,P00033,1,123500,2025-09-20,123500
TRX0024755,C01723,T020,P00025,5,168100,2024-11-22,840500
TRX0024756,C02453,T012,P00100,2,314500,2025-09-15,629000
TRX0024757,C01603,T021,P00161,2,166000,2023-12-21,332000
TRX0024758,C02186,T020,P00270,4,205400,2025-06-16,821600
TRX0024759,C04038,T007,P00089,4,182100,2023-10-03,728400
TRX0024760,C01034,T002,P00263,4,371000,2024-11-29,1484000
TRX0024761,C00025,T019,P00037,3,8200,2025-01-13,24600
TRX0024762,C03392,T002,P00096,3,33900,2024-08-09,101700
TRX0024763,C00955,T012,P00143,4,131200,2024-12-23,524800
TRX0024764,C01610,T011,P00200,5,328400,2024-03-06,1642000
TRX0024765,C01651,T021,P00139,4,222400,2023-12-25,889600
TRX0024766,C00238,T012,P00192,2,282500,2024-10-05,565000
TRX0024767,C01806,T006,P00073,5,112800,2025-05-14,564000
TRX0024768,C02818,T014,P00083,2,36900,2024-05-22,73800
TRX0024769,C01416,T010,P00267,4,393600,2023-10-23,1574400
TRX0024770,C04593,T018,P00080,2,108200,2025-05-20,216400
TRX0024771,C04601,T021,P00259,4,145400,2024-09-22,581600
TRX0024772,C04420,T001,P00198,2,115600,2025-08-01,231200
TRX0024773,C02462,T020,P00129,5,240700,2024-01-13,1203500
TRX0024774,C04059,T002,P00031,1,157000,2024-12-31,157000
TRX0024775,C02169,T014,P00233,1,249200,2025-01-14,249200
TRX0024776,C02264,T018,P00236,3,13200,2024-09-26,39600
TRX0024777,C02708,T011,P00081,5,86800,2025-09-17,434000
TRX0024778,C02919,T004,P00269,1,164100,2024-06-02,164100
TRX0024779,C03314,T019,P00175,4,102700,2025-09-13,410800
TRX0024780,C01723,T006,P00151,4,21700,2023-11-13,86800
TRX0024781,C02317,T002,P00044,4,139300,2025-03-22,557200
TRX0024782,C02728,T025,P00183,5,423900,2024-10-26,2119500
TRX0024783,C03691,T025,P00258,1,18300,2024-10-16,18300
TRX0024784,C02370,T004,P00229,3,12700,2024-04-01,38100
